운행일자,노선,운행거리(Km),운행건수
2018-03-08,541,5218.324 ,92 
2018-03-08,5413,5816.204 ,164 
2018-03-08,542,3593.256 ,56 
2018-03-08,5511,3024.064 ,168 
2018-03-08,5513,1709.306 ,117 
2018-03-08,5515,2084.893 ,200 
2018-03-08,5516,3990.880 ,132 
2018-03-08,5517,3335.995 ,90 
2018-03-08,5519,806.520 ,88 
2018-03-08,5522A,2030.050 ,110 
2018-03-08,5522B,1857.540 ,100 
2018-03-08,5523,1534.884 ,128 
2018-03-08,5524,5636.304 ,162 
2018-03-08,5525,1075.608 ,72 
2018-03-08,5528,4290.896 ,125 
2018-03-08,5530,6969.392 ,127 
2018-03-08,5531,10095.198 ,196 
2018-03-08,5534,2920.518 ,104 
2018-03-08,5535,3710.751 ,111 
2018-03-08,5536,4184.132 ,170 
2018-03-08,5537,1031.205 ,94 
2018-03-08,5615,3525.699 ,128 
2018-03-08,5616,3824.313 ,84 
2018-03-08,5617,1484.208 ,144 
2018-03-08,5618,4174.574 ,119 
2018-03-08,5619,2425.236 ,132 
2018-03-08,5620,4103.131 ,152 
2018-03-08,5621,1103.015 ,159 
2018-03-08,5623,9032.946 ,165 
2018-03-08,5624,3053.935 ,65 
2018-03-08,5625,4473.711 ,108 
2018-03-08,5626,6258.232 ,125 
2018-03-08,5627,2630.210 ,74 
2018-03-08,5630,2580.597 ,88 
2018-03-08,5633,5178.653 ,93 
2018-03-08,571,6105.752 ,107 
2018-03-08,5712,5655.015 ,131 
2018-03-08,5713,6562.989 ,125 
2018-03-08,5714,6428.653 ,156 
2018-03-08,600,6689.892 ,176 
2018-03-08,601,7734.258 ,149 
2018-03-08,602,5952.208 ,152 
2018-03-08,603,4491.677 ,121 
2018-03-08,604,4386.186 ,103 
2018-03-08,605,7319.284 ,128 
2018-03-08,606,5618.546 ,91 
2018-03-08,6211,5430.675 ,103 
2018-03-08,640,4249.383 ,111 
2018-03-08,641,7104.251 ,172 
2018-03-08,6411,5824.788 ,111 
2018-03-08,643,6932.872 ,152 
2018-03-08,650,5612.855 ,132 
2018-03-08,651,6671.671 ,123 
2018-03-08,6511,1855.391 ,76 
2018-03-08,6512,4529.515 ,119 
2018-03-08,6513,5384.834 ,144 
2018-03-08,6514,5611.272 ,112 
2018-03-08,6515,7265.915 ,131 
2018-03-08,6516,3684.315 ,77 
2018-03-08,652,5281.906 ,112 
2018-03-08,653,2115.816 ,72 
2018-03-08,654,4232.103 ,96 
2018-03-08,661,3914.583 ,74 
2018-03-08,6611,801.361 ,75 
2018-03-08,6613,2236.752 ,72 
2018-03-08,6614,3140.352 ,96 
2018-03-08,6616,3119.775 ,119 
2018-03-08,6617,1607.493 ,91 
2018-03-08,662,3845.951 ,106 
2018-03-08,6620,1788.120 ,72 
2018-03-08,6623,3087.413 ,97 
2018-03-08,6624,3344.445 ,140 
2018-03-08,6625,2507.862 ,87 
2018-03-08,6627,2238.070 ,79 
2018-03-08,6628,4921.146 ,185 
2018-03-08,6629,4956.044 ,113 
2018-03-08,6630,2642.688 ,72 
2018-03-08,6631,5696.231 ,151 
2018-03-08,6632,4149.505 ,118 
2018-03-08,6635,1348.456 ,91 
2018-03-08,6637,6720.264 ,179 
2018-03-08,6638,2076.446 ,81 
2018-03-08,6640A,2027.322 ,99 
2018-03-08,6640B,2055.333 ,99 
2018-03-08,6642,2816.186 ,94 
2018-03-08,6645,2582.580 ,94 
2018-03-08,6647,3184.644 ,133 
2018-03-08,6648,2301.822 ,82 
2018-03-08,6649,592.536 ,82 
2018-03-08,6654,1252.787 ,85 
2018-03-08,6657,1114.586 ,58 
2018-03-08,670,4598.974 ,102 
2018-03-08,6712,4005.656 ,78 
2018-03-08,6714,2433.024 ,72 
2018-03-08,6715,4487.715 ,150 
2018-03-08,6716,7415.895 ,157 
2018-03-08,672,3102.300 ,81 
2018-03-08,673,4229.928 ,80 
2018-03-08,674,2544.476 ,88 
2018-03-08,700,7289.518 ,118 
2018-03-08,701,4332.159 ,117 
2018-03-08,7011,4236.126 ,114 
2018-03-08,7013A,1728.495 ,45 
2018-03-08,7013B,1730.644 ,45 
2018-03-08,7016,7097.576 ,148 
2018-03-08,7017,4802.614 ,132 
2018-03-08,7018,3433.783 ,131 
2018-03-08,7019,5541.147 ,142 
2018-03-08,7021,4835.374 ,141 
2018-03-08,7022,4148.733 ,139 
2018-03-08,7024,939.139 ,67 
2018-03-08,7025,3664.752 ,112 
2018-03-08,702A,5405.141 ,180 
2018-03-08,702B,3335.391 ,106 
2018-03-08,704,5079.084 ,91 
2018-03-08,705,3431.315 ,84 
2018-03-08,707,6037.611 ,96 
2018-03-08,710,5358.919 ,116 
2018-03-08,720,7409.775 ,155 
2018-03-08,721,7587.110 ,172 
2018-03-08,7211,7629.661 ,156 
2018-03-08,7212,5673.067 ,99 
2018-03-08,740,6658.257 ,140 
2018-03-08,750A,3913.371 ,84 
2018-03-08,750B,3989.686 ,90 
2018-03-08,751,6888.118 ,143 
2018-03-08,752,6723.968 ,131 
2018-03-08,753,4530.105 ,94 
2018-03-08,761,2892.617 ,75 
2018-03-08,7611,3766.586 ,98 
2018-03-08,7612,3997.727 ,196 
2018-03-08,7613,3226.396 ,86 
2018-03-08,771,2243.883 ,52 
2018-03-08,7711,1592.538 ,116 
2018-03-08,7713,2117.994 ,83 
2018-03-08,7715,3014.519 ,114 
2018-03-08,7719,555.930 ,45 
2018-03-08,7720,3321.120 ,120 
2018-03-08,7722,1394.371 ,74 
2018-03-08,7723,1408.806 ,126 
2018-03-08,7726,1438.183 ,60 
2018-03-08,7727,6163.363 ,101 
2018-03-08,7728,6236.963 ,92 
2018-03-08,773,5367.028 ,66 
2018-03-08,7730,3882.710 ,130 
2018-03-08,7734,2120.576 ,64 
2018-03-08,7737,2842.944 ,104 
2018-03-08,7738,2539.557 ,132 
2018-03-08,7739,1365.390 ,78 
2018-03-08,774,7455.630 ,105 
2018-03-08,775,2604.915 ,59 
2018-03-08,8111,160.042 ,4 
2018-03-08,8331,64.740 ,12 
2018-03-08,8541,82.053 ,3 
2018-03-08,8551,106.520 ,10 
2018-03-08,8761,83.904 ,12 
2018-03-08,8771,41.268 ,12 
2018-03-08,8774,891.045 ,45 
2018-03-08,9401,21669.161 ,303 
2018-03-08,9403,7245.896 ,98 
2018-03-08,9404,10336.568 ,184 
2018-03-08,9408,7299.016 ,86 
2018-03-08,9701,6080.987 ,84 
2018-03-08,9703,5045.139 ,80 
2018-03-08,9707,9657.733 ,149 
2018-03-08,9709,4641.188 ,62 
2018-03-08,9711A,6287.861 ,74 
2018-03-08,9714,2609.189 ,34 
2018-03-08,N13상계,297.532 ,4 
2018-03-08,N13송파,297.224 ,4 
2018-03-08,N15사당,296.320 ,4 
2018-03-08,N15우이,295.380 ,4 
2018-03-08,N16도봉,302.180 ,4 
2018-03-08,N16온수,302.696 ,4 
2018-03-08,N26강서,286.952 ,4 
2018-03-08,N26중랑,285.512 ,4 
2018-03-08,N30,374.615 ,8 
2018-03-08,N37송파,291.112 ,4 
2018-03-08,N37진관,289.768 ,4 
2018-03-08,N61상계,442.470 ,5 
2018-03-08,N61양천,442.995 ,5 
2018-03-08,N62면목,284.584 ,4 
2018-03-08,N62양천,284.216 ,4 
2018-03-08,N65개화,205.792 ,4 
2018-03-08,N65시흥,204.732 ,4 
2018-03-09,17,1424.748 ,121 
2018-03-09,2,896.375 ,55 
2018-03-09,3,696.720 ,48 
2018-03-09,5,598.364 ,52 
2018-03-09,100,6252.420 ,111 
2018-03-09,101,6200.925 ,161 
2018-03-09,1014,1959.844 ,156 
2018-03-09,1017,2128.055 ,91 
2018-03-09,102,4120.318 ,134 
2018-03-09,1020,3526.475 ,153 
2018-03-09,103,4667.164 ,155 
2018-03-09,104,5274.622 ,176 
2018-03-09,105,4109.456 ,104 
2018-03-09,106,6173.952 ,128 
2018-03-09,107,8035.041 ,124 
2018-03-09,108,8653.457 ,100 
2018-03-09,109,4177.770 ,149 
2018-03-09,110A,4880.664 ,133 
2018-03-09,110B,4882.164 ,133 
2018-03-09,1111,3749.998 ,146 
2018-03-09,1113,906.187 ,75 
2018-03-09,1114,852.552 ,103 
2018-03-09,1115,875.528 ,90 
2018-03-09,1119,4285.365 ,210 
2018-03-09,1120,1510.015 ,83 
2018-03-09,1122,3650.581 ,190 
2018-03-09,1124,1192.647 ,118 
2018-03-09,1126,3307.409 ,180 
2018-03-09,1127,1679.920 ,83 
2018-03-09,1128,2751.170 ,104 
2018-03-09,1129,583.776 ,66 
2018-03-09,1130,918.984 ,118 
2018-03-09,1131,1007.952 ,64 
2018-03-09,1132,3269.025 ,167 
2018-03-09,1133,1299.765 ,101 
2018-03-09,1135,1917.790 ,108 
2018-03-09,1136,883.075 ,90 
2018-03-09,1137,3423.983 ,140 
2018-03-09,1138,969.745 ,55 
2018-03-09,1139,2297.610 ,98 
2018-03-09,1140,1099.897 ,69 
2018-03-09,1141,948.352 ,64 
2018-03-09,1142,1872.642 ,186 
2018-03-09,1143,1796.040 ,72 
2018-03-09,1144,3261.625 ,96 
2018-03-09,1154,2566.037 ,93 
2018-03-09,1155,4249.776 ,138 
2018-03-09,1156,2082.654 ,97 
2018-03-09,1162,911.806 ,116 
2018-03-09,1164,1924.547 ,222 
2018-03-09,1165,3662.564 ,176 
2018-03-09,1166,953.880 ,54 
2018-03-09,120,6411.790 ,194 
2018-03-09,121,5183.452 ,156 
2018-03-09,1213,3931.675 ,150 
2018-03-09,1218,3751.313 ,113 
2018-03-09,1221,1029.991 ,66 
2018-03-09,1222,1945.624 ,105 
2018-03-09,1224,4634.160 ,149 
2018-03-09,1226,413.191 ,52 
2018-03-09,1227,2645.868 ,112 
2018-03-09,130,10086.709 ,208 
2018-03-09,140,11661.780 ,176 
2018-03-09,141,8029.322 ,148 
2018-03-09,142,8558.496 ,144 
2018-03-09,143,12717.694 ,204 
2018-03-09,144,8982.169 ,186 
2018-03-09,145,8128.179 ,179 
2018-03-09,146,9700.370 ,170 
2018-03-09,147,7986.714 ,175 
2018-03-09,148,7683.736 ,170 
2018-03-09,150,12733.175 ,175 
2018-03-09,151,7880.508 ,165 
2018-03-09,152,11841.595 ,183 
2018-03-09,153,11181.104 ,174 
2018-03-09,160,12304.231 ,177 
2018-03-09,162,6471.528 ,168 
2018-03-09,171,7018.236 ,160 
2018-03-09,1711,5331.995 ,182 
2018-03-09,172,5725.779 ,121 
2018-03-09,173,4976.926 ,112 
2018-03-09,201,4217.232 ,86 
2018-03-09,2012,3788.432 ,102 
2018-03-09,2013,1949.003 ,91 
2018-03-09,2014,2465.164 ,132 
2018-03-09,2015,4432.058 ,149 
2018-03-09,2016,6512.101 ,107 
2018-03-09,202,8416.604 ,160 
2018-03-09,2112,3368.185 ,87 
2018-03-09,2113,2374.882 ,125 
2018-03-09,2114,2455.071 ,106 
2018-03-09,2115,5275.798 ,149 
2018-03-09,2211,3755.366 ,211 
2018-03-09,2221,4177.719 ,171 
2018-03-09,2222,2417.760 ,120 
2018-03-09,2224,1975.935 ,111 
2018-03-09,2227,2435.494 ,96 
2018-03-09,2230,2950.636 ,101 
2018-03-09,2233,4004.345 ,95 
2018-03-09,2234,1344.155 ,91 
2018-03-09,2235,1592.397 ,97 
2018-03-09,2311,5059.504 ,88 
2018-03-09,2312A,2061.497 ,47 
2018-03-09,2312B,2102.919 ,48 
2018-03-09,240,4389.390 ,105 
2018-03-09,241,7283.048 ,141 
2018-03-09,2412,3257.485 ,97 
2018-03-09,2413,2289.808 ,88 
2018-03-09,2415,4104.212 ,161 
2018-03-09,242,3817.199 ,86 
2018-03-09,260,7072.435 ,140 
2018-03-09,261,8020.732 ,152 
2018-03-09,262,7712.061 ,134 
2018-03-09,270,6797.663 ,136 
2018-03-09,271,9662.134 ,185 
2018-03-09,272,9756.621 ,210 
2018-03-09,273,6811.731 ,155 
2018-03-09,301,9278.301 ,195 
2018-03-09,3011,4273.099 ,101 
2018-03-09,3012,6379.558 ,104 
2018-03-09,302,5720.690 ,104 
2018-03-09,303,10000.062 ,184 
2018-03-09,320,4951.296 ,126 
2018-03-09,3212,2068.240 ,80 
2018-03-09,3214,2612.880 ,95 
2018-03-09,3216,4211.116 ,120 
2018-03-09,3217,3955.136 ,130 
2018-03-09,3220,3961.194 ,100 
2018-03-09,3313,1729.944 ,133 
2018-03-09,3314,3877.154 ,164 
2018-03-09,3315,4698.453 ,212 
2018-03-09,3316,2048.547 ,108 
2018-03-09,3317,2645.292 ,156 
2018-03-09,3318,3982.250 ,85 
2018-03-09,3319,1921.588 ,82 
2018-03-09,3321,1581.184 ,66 
2018-03-09,3322,3461.898 ,129 
2018-03-09,333,4967.171 ,109 
2018-03-09,340,7599.443 ,185 
2018-03-09,341,5652.933 ,106 
2018-03-09,3411,3962.122 ,117 
2018-03-09,3412,5460.159 ,88 
2018-03-09,3413,5759.432 ,133 
2018-03-09,3414,3569.012 ,120 
2018-03-09,3416,2336.952 ,100 
2018-03-09,3417,4328.368 ,176 
2018-03-09,342,4506.278 ,101 
2018-03-09,3422,3087.084 ,78 
2018-03-09,3425,2565.328 ,92 
2018-03-09,3426,4247.588 ,123 
2018-03-09,350,5226.624 ,104 
2018-03-09,360,11005.133 ,200 
2018-03-09,362,7361.364 ,118 
2018-03-09,370,10965.268 ,215 
2018-03-09,400,4823.015 ,99 
2018-03-09,401,5927.853 ,112 
2018-03-09,402,8094.816 ,144 
2018-03-09,405,3869.976 ,89 
2018-03-09,406,3575.731 ,84 
2018-03-09,407,5818.096 ,116 
2018-03-09,420,7770.788 ,177 
2018-03-09,421,8470.899 ,148 
2018-03-09,4211,3070.860 ,93 
2018-03-09,4212,6483.493 ,178 
2018-03-09,4318방배,4490.223 ,87 
2018-03-09,4318풍납,4373.157 ,84 
2018-03-09,4319,4323.377 ,128 
2018-03-09,440,5811.289 ,121 
2018-03-09,441,8045.712 ,133 
2018-03-09,4412,5122.848 ,136 
2018-03-09,4419,6514.010 ,115 
2018-03-09,4432,2979.006 ,124 
2018-03-09,4433,1590.760 ,143 
2018-03-09,4435,2278.188 ,78 
2018-03-09,461,7474.440 ,120 
2018-03-09,462,11268.243 ,146 
2018-03-09,463,5847.933 ,118 
2018-03-09,470,8036.097 ,140 
2018-03-09,471,12664.406 ,192 
2018-03-09,472,7305.003 ,186 
2018-03-09,500,6656.759 ,150 
2018-03-09,501,4009.960 ,136 
2018-03-09,5012,4681.853 ,101 
2018-03-09,502,8357.278 ,120 
2018-03-09,503,3326.204 ,78 
2018-03-09,504,8102.816 ,182 
2018-03-09,505,6992.321 ,122 
2018-03-09,506,4601.918 ,105 
2018-03-09,507,6069.310 ,124 
2018-03-09,540,7543.841 ,145 
2018-03-09,541,5275.400 ,93 
2018-03-09,5413,5841.031 ,164 
2018-03-09,542,3469.027 ,56 
2018-03-09,5511,3026.172 ,168 
2018-03-09,5513,1709.604 ,117 
2018-03-09,5515,2085.259 ,200 
2018-03-09,5516,3989.900 ,132 
2018-03-09,5517,3336.210 ,90 
2018-03-09,5519,806.520 ,88 
2018-03-09,5522A,2030.050 ,110 
2018-03-09,5522B,1857.900 ,100 
2018-03-09,5523,1531.052 ,128 
2018-03-09,5524,5633.214 ,162 
2018-03-09,5525,1075.608 ,72 
2018-03-09,5528,4291.541 ,125 
2018-03-09,5530,6973.736 ,127 
2018-03-09,5531,10090.447 ,196 
2018-03-09,5534,2921.152 ,104 
2018-03-09,5535,3643.625 ,109 
2018-03-09,5536,4133.161 ,166 
2018-03-09,5537,1031.932 ,94 
2018-03-09,5615,3510.580 ,128 
2018-03-09,5616,3817.568 ,84 
2018-03-09,5617,1484.208 ,144 
2018-03-09,5618,4145.228 ,119 
2018-03-09,5619,2424.633 ,132 
2018-03-09,5620,4004.436 ,148 
2018-03-09,5621,1104.096 ,159 
2018-03-09,5623,9029.363 ,165 
2018-03-09,5624,3049.105 ,65 
2018-03-09,5625,4480.305 ,108 
2018-03-09,5626,6269.665 ,125 
2018-03-09,5627,2617.623 ,73 
2018-03-09,5630,2580.269 ,88 
2018-03-09,5633,5012.549 ,90 
2018-03-09,571,6176.179 ,107 
2018-03-09,5712,5655.294 ,130 
2018-03-09,5713,6566.122 ,125 
2018-03-09,5714,6429.641 ,155 
2018-03-09,600,6701.549 ,176 
2018-03-09,601,7737.510 ,149 
2018-03-09,602,5956.476 ,152 
2018-03-09,603,4495.271 ,121 
2018-03-09,604,4376.653 ,103 
2018-03-09,605,7318.985 ,129 
2018-03-09,606,5612.179 ,91 
2018-03-09,6211,5430.675 ,103 
2018-03-09,640,4251.189 ,111 
2018-03-09,641,7083.997 ,172 
2018-03-09,6411,5833.620 ,111 
2018-03-09,643,6914.318 ,152 
2018-03-09,650,5612.262 ,132 
2018-03-09,651,6670.082 ,123 
2018-03-09,6511,1857.820 ,76 
2018-03-09,6512,4530.690 ,119 
2018-03-09,6513,5347.206 ,143 
2018-03-09,6514,5662.303 ,112 
2018-03-09,6515,7265.915 ,131 
2018-03-09,6516,3685.261 ,77 
2018-03-09,652,5294.348 ,112 
2018-03-09,653,2114.083 ,72 
2018-03-09,654,4232.020 ,96 
2018-03-09,661,3909.594 ,74 
2018-03-09,6611,801.108 ,74 
2018-03-09,6613,2236.752 ,72 
2018-03-09,6614,3140.352 ,96 
2018-03-09,6616,3157.947 ,118 
2018-03-09,6617,1609.972 ,91 
2018-03-09,662,3844.389 ,106 
2018-03-09,6620,1788.120 ,72 
2018-03-09,6623,3087.413 ,97 
2018-03-09,6624,3344.427 ,141 
2018-03-09,6625,2507.862 ,87 
2018-03-09,6627,2238.070 ,79 
2018-03-09,6628,4921.864 ,185 
2018-03-09,6629,4969.077 ,113 
2018-03-09,6630,2638.535 ,73 
2018-03-09,6631,5692.931 ,152 
2018-03-09,6632,4145.243 ,118 
2018-03-09,6635,1348.456 ,91 
2018-03-09,6637,6766.456 ,180 
2018-03-09,6638,2076.921 ,81 
2018-03-09,6640A,2027.322 ,99 
2018-03-09,6640B,2056.131 ,99 
2018-03-09,6642,2819.707 ,94 
2018-03-09,6645,2582.580 ,94 
2018-03-09,6647,3183.774 ,133 
2018-03-09,6648,2301.822 ,83 
2018-03-09,6649,592.536 ,82 
2018-03-09,6654,1252.166 ,85 
2018-03-09,6657,1114.289 ,58 
2018-03-09,670,4603.107 ,102 
2018-03-09,6712,4004.870 ,78 
2018-03-09,6714,2433.024 ,72 
2018-03-09,6715,4489.350 ,150 
2018-03-09,6716,7415.895 ,157 
2018-03-09,672,3102.155 ,81 
2018-03-09,673,4229.928 ,80 
2018-03-09,674,2544.212 ,88 
2018-03-09,700,7287.496 ,118 
2018-03-09,701,4327.853 ,117 
2018-03-09,7011,4232.758 ,114 
2018-03-09,7013A,1728.495 ,45 
2018-03-09,7013B,1731.960 ,45 
2018-03-09,7016,7096.686 ,148 
2018-03-09,7017,4802.710 ,132 
2018-03-09,7018,3401.072 ,131 
2018-03-09,7019,5542.940 ,142 
2018-03-09,7021,4835.736 ,141 
2018-03-09,7022,4148.487 ,139 
2018-03-09,7024,939.139 ,67 
2018-03-09,7025,3664.752 ,112 
2018-03-09,702A,5413.680 ,180 
2018-03-09,702B,3345.767 ,106 
2018-03-09,704,5080.452 ,91 
2018-03-09,705,3440.614 ,84 
2018-03-09,707,6039.648 ,96 
2018-03-09,710,5365.965 ,116 
2018-03-09,720,7362.831 ,155 
2018-03-09,721,7586.969 ,172 
2018-03-09,7211,7580.371 ,155 
2018-03-09,7212,5675.372 ,98 
2018-03-09,740,6657.530 ,140 
2018-03-09,750A,3914.776 ,85 
2018-03-09,750B,4014.519 ,90 
2018-03-09,751,6892.380 ,143 
2018-03-09,752,6721.422 ,131 
2018-03-09,753,4531.301 ,94 
2018-03-09,761,2922.360 ,75 
2018-03-09,7611,3775.254 ,98 
2018-03-09,7612,3997.473 ,196 
2018-03-09,7613,3225.746 ,86 
2018-03-09,771,2245.060 ,52 
2018-03-09,7711,1593.043 ,116 
2018-03-09,7713,2117.994 ,83 
2018-03-09,7715,3015.875 ,115 
2018-03-09,7719,555.584 ,45 
2018-03-09,7720,3321.120 ,120 
2018-03-09,7722,1394.826 ,74 
2018-03-09,7723,1406.444 ,127 
2018-03-09,7726,1411.107 ,60 
2018-03-09,7727,6165.949 ,102 
2018-03-09,7728,6234.518 ,92 
2018-03-09,773,5370.156 ,65 
2018-03-09,7730,3882.710 ,130 
2018-03-09,7734,2120.576 ,64 
2018-03-09,7737,2842.944 ,104 
2018-03-09,7738,2541.000 ,132 
2018-03-09,7739,1365.390 ,78 
2018-03-09,774,7457.469 ,105 
2018-03-09,775,2603.525 ,59 
2018-03-09,8111,161.039 ,4 
2018-03-09,8331,64.740 ,12 
2018-03-09,8541,82.053 ,3 
2018-03-09,8551,106.520 ,10 
2018-03-09,8761,83.904 ,12 
2018-03-09,8771,41.268 ,12 
2018-03-09,8774,890.229 ,45 
2018-03-09,9401,21696.326 ,303 
2018-03-09,9403,7246.645 ,98 
2018-03-09,9404,10330.377 ,184 
2018-03-09,9408,7302.233 ,86 
2018-03-09,9701,6085.986 ,84 
2018-03-09,9703,5046.930 ,80 
2018-03-09,9707,9657.733 ,149 
2018-03-09,9709,4634.605 ,62 
2018-03-09,9711A,6345.643 ,74 
2018-03-09,9714,2531.710 ,33 
2018-03-09,N13상계,297.532 ,4 
2018-03-09,N13송파,297.224 ,4 
2018-03-09,N15사당,296.320 ,4 
2018-03-09,N15우이,295.380 ,4 
2018-03-09,N16도봉,302.180 ,4 
2018-03-09,N16온수,301.794 ,4 
2018-03-09,N26강서,286.952 ,4 
2018-03-09,N26중랑,285.512 ,4 
2018-03-09,N30,375.567 ,8 
2018-03-09,N37송파,291.112 ,4 
2018-03-09,N37진관,289.768 ,4 
2018-03-09,N61상계,442.470 ,5 
2018-03-09,N61양천,354.800 ,5 
2018-03-09,N62면목,284.584 ,4 
2018-03-09,N62양천,283.145 ,4 
2018-03-09,N65개화,205.792 ,4 
2018-03-09,N65시흥,204.732 ,4 
2018-03-10,17,1153.210 ,98 
2018-03-10,2,1094.520 ,66 
2018-03-10,3,870.900 ,60 
2018-03-10,5,739.792 ,65 
2018-03-10,100,5951.452 ,109 
2018-03-10,101,4626.558 ,127 
2018-03-10,1014,1470.175 ,117 
2018-03-10,1017,1776.395 ,76 
2018-03-10,102,3865.156 ,126 
2018-03-10,1020,2975.792 ,132 
2018-03-10,103,4494.629 ,153 
2018-03-10,104,5251.436 ,176 
2018-03-10,105,3903.658 ,101 
2018-03-10,106,5483.770 ,114 
2018-03-10,107,6245.671 ,96 
2018-03-10,108,7253.417 ,84 
2018-03-10,109,2793.258 ,101 
2018-03-10,110A,4184.028 ,114 
2018-03-10,110B,4184.712 ,114 
2018-03-10,1111,3517.399 ,137 
2018-03-10,1113,775.232 ,64 
2018-03-10,1114,820.017 ,99 
2018-03-10,1115,701.618 ,72 
2018-03-10,1119,3566.920 ,175 
2018-03-10,1120,1402.324 ,77 
2018-03-10,1122,3037.394 ,158 
2018-03-10,1124,1070.992 ,105 
2018-03-10,1126,2749.958 ,150 
2018-03-10,1127,1558.480 ,77 
2018-03-10,1128,2195.207 ,83 
2018-03-10,1129,583.671 ,66 
2018-03-10,1130,934.303 ,119 
2018-03-10,1131,881.232 ,56 
2018-03-10,1132,3129.131 ,160 
2018-03-10,1133,1314.974 ,102 
2018-03-10,1135,1704.678 ,96 
2018-03-10,1136,879.114 ,90 
2018-03-10,1137,3303.686 ,136 
2018-03-10,1138,969.945 ,55 
2018-03-10,1139,2320.655 ,99 
2018-03-10,1140,1116.010 ,70 
2018-03-10,1141,829.992 ,56 
2018-03-10,1142,2054.609 ,204 
2018-03-10,1143,1571.336 ,63 
2018-03-10,1144,2785.064 ,82 
2018-03-10,1154,2544.711 ,92 
2018-03-10,1155,2942.675 ,99 
2018-03-10,1156,1558.906 ,74 
2018-03-10,1162,822.990 ,105 
2018-03-10,1164,1530.775 ,176 
2018-03-10,1165,3188.464 ,153 
2018-03-10,1166,952.511 ,54 
2018-03-10,120,5485.431 ,166 
2018-03-10,121,3888.019 ,117 
2018-03-10,1213,3264.443 ,125 
2018-03-10,1218,3289.749 ,99 
2018-03-10,1221,905.314 ,58 
2018-03-10,1222,1834.965 ,99 
2018-03-10,1224,4323.327 ,140 
2018-03-10,1226,411.999 ,52 
2018-03-10,1227,2409.598 ,102 
2018-03-10,130,8244.140 ,170 
2018-03-10,140,8781.982 ,132 
2018-03-10,141,7707.104 ,142 
2018-03-10,142,8261.326 ,139 
2018-03-10,143,10031.876 ,164 
2018-03-10,144,7243.618 ,150 
2018-03-10,145,5707.540 ,125 
2018-03-10,146,8787.739 ,155 
2018-03-10,147,6848.412 ,150 
2018-03-10,148,5694.709 ,126 
2018-03-10,150,9482.295 ,133 
2018-03-10,151,7113.998 ,150 
2018-03-10,152,10178.861 ,160 
2018-03-10,153,8994.313 ,140 
2018-03-10,160,8947.196 ,129 
2018-03-10,162,4803.418 ,132 
2018-03-10,171,5424.049 ,125 
2018-03-10,1711,4071.632 ,142 
2018-03-10,172,5593.451 ,120 
2018-03-10,173,4309.561 ,99 
2018-03-10,201,3659.339 ,76 
2018-03-10,2012,3339.916 ,90 
2018-03-10,2013,1691.181 ,79 
2018-03-10,2014,2240.045 ,120 
2018-03-10,2015,4433.498 ,149 
2018-03-10,2016,5802.361 ,95 
2018-03-10,202,6953.952 ,133 
2018-03-10,2112,3053.402 ,78 
2018-03-10,2113,2277.662 ,120 
2018-03-10,2114,2364.911 ,102 
2018-03-10,2115,4617.074 ,131 
2018-03-10,2211,2795.614 ,156 
2018-03-10,2221,3513.653 ,143 
2018-03-10,2222,1914.060 ,95 
2018-03-10,2224,1870.372 ,105 
2018-03-10,2227,2029.378 ,80 
2018-03-10,2230,2659.644 ,91 
2018-03-10,2233,3075.996 ,73 
2018-03-10,2234,1243.022 ,84 
2018-03-10,2235,1493.350 ,91 
2018-03-10,2311,4500.094 ,79 
2018-03-10,2312A,1579.052 ,36 
2018-03-10,2312B,1569.658 ,36 
2018-03-10,240,3537.882 ,85 
2018-03-10,241,6305.443 ,122 
2018-03-10,2412,2955.066 ,88 
2018-03-10,2413,2108.583 ,81 
2018-03-10,2415,3186.919 ,125 
2018-03-10,242,3414.048 ,77 
2018-03-10,260,6307.720 ,126 
2018-03-10,261,6200.731 ,123 
2018-03-10,262,6725.645 ,118 
2018-03-10,270,6088.604 ,121 
2018-03-10,271,8356.156 ,160 
2018-03-10,272,8502.912 ,183 
2018-03-10,273,6007.208 ,137 
2018-03-10,301,7296.863 ,153 
2018-03-10,3011,3483.936 ,83 
2018-03-10,3012,5869.540 ,96 
2018-03-10,302,5535.106 ,100 
2018-03-10,303,8704.767 ,160 
2018-03-10,320,4479.744 ,114 
2018-03-10,3212,1835.563 ,71 
2018-03-10,3214,2472.745 ,90 
2018-03-10,3216,3720.843 ,106 
2018-03-10,3217,3133.878 ,103 
2018-03-10,3220,3486.572 ,88 
2018-03-10,3313,1637.888 ,126 
2018-03-10,3314,3523.153 ,149 
2018-03-10,3315,4189.768 ,190 
2018-03-10,3316,2050.108 ,108 
2018-03-10,3317,2645.292 ,156 
2018-03-10,3318,3512.972 ,75 
2018-03-10,3319,1499.776 ,64 
2018-03-10,3321,1365.668 ,57 
2018-03-10,3322,2982.784 ,112 
2018-03-10,333,4509.298 ,99 
2018-03-10,340,6122.972 ,150 
2018-03-10,341,4267.929 ,80 
2018-03-10,3411,3657.486 ,108 
2018-03-10,3412,4777.797 ,77 
2018-03-10,3413,4632.712 ,107 
2018-03-10,3414,2824.929 ,95 
2018-03-10,3416,2103.232 ,90 
2018-03-10,3417,3540.192 ,144 
2018-03-10,342,3922.996 ,89 
2018-03-10,3422,2413.050 ,61 
2018-03-10,3425,2563.765 ,92 
